brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
01VU,35198,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands,hbo,bachelor,8.0,25.0,2.0,32.0,9.0,28.0,3.0,15.0,5.0,29.0,33.0,34.0,37.0,18.0,34.0,10.0,80.0,7.0,55.0,5.0,32.0,2.0,32.0,7.0,23.0,90.0,62.0,37.0,34.0,30.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleiding talen,Onderwijs en Opvoeding,1.0,Teacher Education in Dutch,51.0,226.0,both,,no_tech
01VU,35199,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde,hbo,bachelor,1.0,4.0,6.0,2.0,8.0,3.0,5.0,6.0,6.0,7.0,5.0,8.0,11.0,11.0,13.0,6.0,1.0,5.0,3.0,1.0,4.0,4.0,4.0,7.0,4.0,7.0,8.0,5.0,8.0,11.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Chemics,24.0,68.0,both,,no_tech
01VU,35201,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde,hbo,bachelor,14.0,11.0,20.0,7.0,15.0,9.0,16.0,7.0,24.0,5.0,25.0,27.0,24.0,23.0,29.0,20.0,8.0,8.0,3.0,6.0,5.0,11.0,5.0,11.0,11.0,28.0,11.0,11.0,16.0,22.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Geography,65.0,162.0,both,,no_tech
01VU,35202,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie,hbo,bachelor,14.0,13.0,10.0,18.0,17.0,15.0,13.0,13.0,13.0,8.0,27.0,28.0,32.0,26.0,21.0,20.0,19.0,28.0,13.0,21.0,16.0,22.0,15.0,16.0,14.0,39.0,41.0,37.0,37.0,30.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in General Economics,55.0,188.0,both,,no_tech
01VU,35203,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie,hbo,bachelor,0.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,6.0,3.0,4.0,3.0,5.0,3.0,8.0,3.0,8.0,9.0,4.0,8.0,10.0,4.0,8.0,11.0,17.0,12.0,14.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Finance and Control,44.0,142.0,both,,no_tech
01VU,35210,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs,hbo,bachelor,39.0,5.0,37.0,0.0,31.0,1.0,36.0,3.0,35.0,6.0,44.0,37.0,32.0,39.0,41.0,60.0,8.0,53.0,6.0,36.0,3.0,26.0,4.0,34.0,2.0,68.0,59.0,39.0,30.0,36.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in secondary and tertiary technical vocational education,102.0,275.0,both,,no_tech
01VU,35221,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde,hbo,bachelor,15.0,23.0,26.0,21.0,16.0,27.0,17.0,29.0,20.0,11.0,38.0,47.0,43.0,46.0,31.0,13.0,15.0,11.0,13.0,16.0,13.0,18.0,17.0,11.0,22.0,28.0,24.0,29.0,35.0,33.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Mathematics,85.0,273.0,both,mathematics,no_tech
01VU,35261,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde,hbo,bachelor,5.0,3.0,8.0,0.0,8.0,0.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,10.0,14.0,5.0,0.0,6.0,3.0,3.0,2.0,5.0,0.0,6.0,2.0,5.0,9.0,5.0,5.0,8.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Physics,26.0,72.0,both,,no_tech
01VU,35301,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie,hbo,bachelor,7.0,11.0,8.0,6.0,11.0,22.0,11.0,14.0,7.0,16.0,18.0,14.0,33.0,25.0,23.0,12.0,13.0,7.0,11.0,6.0,7.0,5.0,10.0,6.0,10.0,25.0,18.0,13.0,15.0,16.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Biology,40.0,130.0,both,,no_tech
01VU,35388,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn,hbo,bachelor,1.0,25.0,2.0,21.0,1.0,28.0,2.0,13.0,3.0,19.0,26.0,23.0,29.0,15.0,22.0,0.0,20.0,1.0,12.0,0.0,16.0,1.0,23.0,2.0,30.0,20.0,13.0,16.0,24.0,32.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Welfare and Health Care,30.0,133.0,both,,no_tech
01VU,35441,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst,hbo,bachelor,2.0,2.0,1.0,2.0,2.0,0.0,3.0,7.0,3.0,2.0,4.0,3.0,2.0,10.0,5.0,7.0,7.0,5.0,4.0,0.0,5.0,4.0,4.0,1.0,1.0,14.0,9.0,5.0,8.0,2.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Religion,16.0,40.0,both,,no_tech
01VU,44136,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Learning & Innovation,hbo,master,25.0,33.0,17.0,16.0,12.0,20.0,11.0,11.0,11.0,15.0,58.0,33.0,32.0,22.0,26.0,17.0,27.0,21.0,22.0,21.0,23.0,17.0,25.0,7.0,19.0,44.0,43.0,44.0,42.0,26.0,"['34', '80', '14', '153', '193', '344']",Onderwijsmanagement,Onderwijs en Opvoeding,1.0,Learning & Innovation,25.0,0.0,both,,no_tech
01VU,44141,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Expertdocent Beroepsonderwijs,hbo,master,0.0,0.0,5.0,13.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,18.0,11.0,6.0,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,3.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen beroepsonderwijs,Onderwijs en Opvoeding,1.0,Expert Teacher Vocational Education,0.0,7.0,both,,no_tech
01VU,80098,Christelijke Hogeschool Windesheim,onderwijs,n.v.t. (onderwijs),Onderwijsondersteuner Technisch Beroepsonderwijs,hbo,associate degree,10.0,0.0,3.0,1.0,12.0,1.0,4.0,3.0,11.0,1.0,10.0,4.0,13.0,7.0,12.0,9.0,1.0,8.0,1.0,8.0,0.0,6.0,0.0,3.0,0.0,10.0,9.0,8.0,6.0,3.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Assistant in secondary and tertiary technical vocational education,0.0,19.0,both,,no_tech
01VU,45274,Christelijke Hogeschool Windesheim,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Godsdienst,hbo,master,2.0,3.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,"['34', '80', '14', '153', '193', '344']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Theology and Religious Studies,5.0,11.0,both,,no_tech
01VU,30017,Christelijke Hogeschool Windesheim,sectoroverstijgend,sectoroverstijgend,Global Project and Change Management,hbo,bachelor,13.0,26.0,15.0,50.0,15.0,53.0,23.0,49.0,20.0,52.0,39.0,65.0,68.0,72.0,72.0,3.0,5.0,6.0,13.0,5.0,7.0,8.0,23.0,8.0,25.0,8.0,19.0,12.0,31.0,33.0,"['34', '80', '14', '153', '193', '344']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Global Project and Change Management,78.0,247.0,both,,no_tech
01VU,30020,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),HBO-ICT,hbo,bachelor,321.0,17.0,436.0,19.0,495.0,41.0,515.0,30.0,499.0,35.0,338.0,455.0,536.0,545.0,534.0,145.0,6.0,122.0,4.0,172.0,5.0,221.0,7.0,219.0,13.0,151.0,126.0,177.0,228.0,232.0,"['34', '80', '14', '153', '193', '344']",Informatica,Exact en Informatica,1.0,HBO Information Technology,693.0,2036.0,both,"information, technology",support
01VU,30038,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Ruimtelijke Ontwikkeling,hbo,bachelor,32.0,2.0,20.0,4.0,33.0,7.0,34.0,2.0,32.0,6.0,34.0,24.0,40.0,36.0,38.0,9.0,1.0,16.0,2.0,26.0,1.0,23.0,5.0,23.0,1.0,10.0,18.0,27.0,28.0,24.0,"['34', '80', '14', '153', '193', '344']",Vervoer en logistiek,Techniek,1.0,Spatial Development,66.0,182.0,both,,no_tech
01VU,30107,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Engineering,hbo,bachelor,32.0,6.0,48.0,5.0,32.0,7.0,36.0,4.0,24.0,0.0,38.0,53.0,39.0,40.0,24.0,13.0,0.0,23.0,2.0,16.0,0.0,10.0,0.0,23.0,6.0,13.0,25.0,16.0,10.0,29.0,"['34', '80', '14', '153', '193', '344']",Werktuigbouwkunde,Techniek,1.0,Engineering,58.0,174.0,both,engineer,no_tech
01VU,34263,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Bouwkunde,hbo,bachelor,86.0,21.0,93.0,18.0,95.0,42.0,128.0,50.0,137.0,59.0,107.0,111.0,137.0,178.0,196.0,60.0,14.0,82.0,10.0,62.0,18.0,68.0,12.0,74.0,16.0,74.0,92.0,80.0,80.0,90.0,"['34', '80', '14', '153', '193', '344']",Bouwkunde,Techniek,1.0,Architecture and Construction Engineering,241.0,608.0,both,engineer,no_tech
01VU,34267,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Elektrotechniek,hbo,bachelor,62.0,1.0,70.0,3.0,55.0,2.0,45.0,1.0,64.0,3.0,63.0,73.0,57.0,46.0,67.0,35.0,1.0,33.0,1.0,28.0,4.0,27.0,1.0,35.0,1.0,36.0,34.0,32.0,28.0,36.0,"['34', '80', '14', '153', '193', '344']",Elektrotechniek,Techniek,1.0,Electrical and Electronic Engineering,57.0,212.0,both,engineer,no_tech
01VU,34279,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Civiele Techniek,hbo,bachelor,57.0,4.0,61.0,1.0,49.0,9.0,58.0,7.0,51.0,8.0,61.0,62.0,58.0,65.0,59.0,37.0,0.0,43.0,1.0,32.0,2.0,34.0,2.0,39.0,3.0,37.0,44.0,34.0,36.0,42.0,"['34', '80', '14', '153', '193', '344']",Civiele techniek,Techniek,1.0,Civil Engineering,84.0,266.0,both,engineer,no_tech
01VU,34280,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Werktuigbouwkunde,hbo,bachelor,121.0,3.0,112.0,1.0,129.0,3.0,123.0,4.0,128.0,9.0,124.0,113.0,132.0,127.0,137.0,66.0,1.0,39.0,1.0,58.0,0.0,81.0,3.0,98.0,6.0,67.0,40.0,58.0,84.0,104.0,"['34', '80', '14', '153', '193', '344']",Werktuigbouwkunde,Techniek,1.0,Mechanical Engineering,166.0,548.0,both,engineer,no_tech
01VU,34389,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Industrieel Product Ontwerpen,hbo,bachelor,43.0,17.0,42.0,27.0,39.0,17.0,31.0,12.0,43.0,19.0,60.0,69.0,56.0,43.0,62.0,39.0,7.0,36.0,8.0,39.0,8.0,29.0,12.0,23.0,12.0,46.0,44.0,47.0,41.0,35.0,"['34', '80', '14', '153', '193', '344']",Industrieel Produkt Ontwerpen,Techniek,1.0,Industrial Design Engineering,69.0,251.0,both,"design, engineer",designer
01VU,34390,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Logistics Engineering,hbo,bachelor,21.0,3.0,15.0,2.0,23.0,3.0,35.0,7.0,29.0,7.0,24.0,17.0,26.0,42.0,36.0,18.0,2.0,11.0,6.0,16.0,2.0,16.0,2.0,13.0,3.0,20.0,17.0,18.0,18.0,16.0,"['34', '80', '14', '153', '193', '344']",Vervoer en logistiek,Techniek,1.0,Logistics Engineering,57.0,128.0,both,engineer,no_tech
01VU,34421,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Technische Bedrijfskunde,hbo,bachelor,70.0,10.0,78.0,7.0,71.0,8.0,89.0,5.0,102.0,8.0,80.0,85.0,79.0,94.0,110.0,40.0,4.0,28.0,0.0,44.0,2.0,47.0,5.0,64.0,9.0,44.0,28.0,46.0,52.0,73.0,"['34', '80', '14', '153', '193', '344']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Industrial Engineering & Management,124.0,364.0,both,engineer,no_tech
01VU,80019,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Werktuigbouwkunde,hbo,associate degree,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,,0.0,,2.0,,2.0,,0.0,,3.0,0.0,2.0,2.0,0.0,"['34', '80', '14', '153', '193', '344']",,,1.0,Werktuigbouwkunde,0.0,0.0,left_only,,no_tech
01VU,80020,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Technische Bedrijfskunde,hbo,associate degree,7.0,0.0,19.0,0.0,19.0,0.0,26.0,1.0,31.0,5.0,7.0,19.0,19.0,27.0,36.0,8.0,,11.0,,4.0,,13.0,,18.0,,8.0,11.0,4.0,13.0,18.0,"['34', '80', '14', '153', '193', '344']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Business Engineering: Management Engineering,27.0,51.0,both,"engineer, engineer",no_tech
01VU,80034,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Bouwkunde,hbo,associate degree,0.0,0.0,16.0,2.0,29.0,2.0,31.0,2.0,23.0,7.0,0.0,18.0,31.0,33.0,30.0,0.0,0.0,3.0,0.0,6.0,0.0,8.0,2.0,10.0,1.0,0.0,3.0,6.0,10.0,11.0,"['34', '80', '14', '153', '193', '344']",Bouwkunde,Techniek,1.0,Architecture and Construction Engineering,33.0,54.0,both,engineer,no_tech
01VU,80071,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),ICT-Beheer,hbo,associate degree,4.0,0.0,5.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,12.0,1.0,0.0,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,"['34', '80', '14', '153', '193', '344']",,,1.0,ICT-Beheer,1.0,1.0,left_only,ict,support
01VU,80130,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Software Development,hbo,associate degree,0.0,0.0,0.0,0.0,76.0,6.0,58.0,6.0,58.0,12.0,0.0,0.0,82.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,2.0,0.0,0.0,0.0,10.0,37.0,"['34', '80', '14', '153', '193', '344']",Informatica,Exact en Informatica,1.0,Software Development,65.0,118.0,both,software,developer
01VU,80157,Christelijke Hogeschool Windesheim,techniek,n.v.t. (techniek),Industriele Automatisering en Robotica,hbo,associate degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,"['34', '80', '14', '153', '193', '344']",Elektrotechniek,Techniek,1.0,Industrial Automation and Robotics,0.0,0.0,both,,no_tech
02BY,39109,Gerrit Rietveld Academie,taal en cultuur,opleidingen op het gebied van de kunst,Beeldende Kunst en Vormgeving,hbo,bachelor,61.0,122.0,70.0,119.0,50.0,135.0,55.0,128.0,57.0,109.0,183.0,189.0,185.0,183.0,166.0,75.0,108.0,55.0,125.0,59.0,75.0,49.0,106.0,67.0,89.0,183.0,180.0,134.0,155.0,156.0,['363'],Kunstacademie,Kunst en Cultuur,1.0,Art & Design,207.0,725.0,both,design,no_tech
02BY,49114,Gerrit Rietveld Academie,taal en cultuur,voortgezette kunstopleidingen,Master of Arts in Fine Art and Design,hbo,master,30.0,37.0,33.0,35.0,45.0,41.0,22.0,43.0,22.0,43.0,67.0,68.0,86.0,65.0,65.0,26.0,34.0,28.0,32.0,29.0,36.0,21.0,27.0,46.0,41.0,60.0,60.0,65.0,48.0,87.0,['363'],Kunstacademie,Kunst en Cultuur,1.0,Master of Arts in Fine Art and Design,65.0,153.0,both,design,no_tech
02BY,49238,Gerrit Rietveld Academie,taal en cultuur,voortgezette kunstopleidingen,Interieurarchitectuur,hbo,master,5.0,7.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,8.0,12.0,10.0,9.0,11.0,14.0,2.0,5.0,3.0,4.0,4.0,8.0,5.0,3.0,3.0,5.0,7.0,7.0,12.0,8.0,8.0,['363'],Ontwerpen,Kunst en Cultuur,1.0,Interior Architecture,11.0,19.0,both,,no_tech
02NR,34411,Hotelschool The Hague,economie,n.v.t. (economie),Hotel Management,hbo,bachelor,203.0,296.0,212.0,303.0,218.0,319.0,203.0,334.0,204.0,318.0,499.0,515.0,537.0,537.0,522.0,110.0,175.0,115.0,173.0,142.0,232.0,166.0,262.0,170.0,261.0,285.0,288.0,374.0,428.0,431.0,"['363', '518']",Hotelschool,Economie en Bedrijf,1.0,Hospitality Management,375.0,2638.0,both,,no_tech
02NT,39111,Design Academy Eindhoven,taal en cultuur,opleidingen op het gebied van de kunst,Vormgeving,hbo,bachelor,49.0,90.0,46.0,71.0,54.0,78.0,44.0,96.0,65.0,75.0,139.0,117.0,132.0,140.0,140.0,46.0,52.0,59.0,73.0,45.0,66.0,55.0,80.0,39.0,83.0,98.0,132.0,111.0,135.0,122.0,['772'],Kunstacademie,Kunst en Cultuur,1.0,Design,150.0,540.0,both,design,designer
02NT,49114,Design Academy Eindhoven,taal en cultuur,voortgezette kunstopleidingen,Master of Arts in Fine Art and Design,hbo,master,20.0,43.0,15.0,58.0,35.0,55.0,29.0,59.0,29.0,63.0,63.0,73.0,90.0,88.0,92.0,15.0,28.0,14.0,25.0,15.0,33.0,14.0,39.0,24.0,38.0,43.0,39.0,48.0,53.0,62.0,['772'],Kunstacademie,Kunst en Cultuur,1.0,Master of Arts in Fine Art and Design,88.0,161.0,both,design,no_tech
07GR,30029,Avans Hogeschool,economie,n.v.t. (economie),International Business,hbo,bachelor,232.0,172.0,248.0,221.0,238.0,215.0,218.0,234.0,275.0,192.0,404.0,469.0,453.0,452.0,467.0,109.0,120.0,105.0,120.0,124.0,146.0,128.0,135.0,136.0,121.0,229.0,225.0,270.0,263.0,257.0,"['758', '796', '855', '1674']",International Business and Management,Economie en Bedrijf,1.0,International Business,518.0,1649.0,both,,no_tech
07GR,34035,Avans Hogeschool,economie,n.v.t. (economie),Bedrijfskunde,hbo,bachelor,234.0,136.0,276.0,151.0,240.0,148.0,391.0,182.0,374.0,143.0,370.0,427.0,388.0,573.0,517.0,180.0,147.0,198.0,142.0,161.0,106.0,200.0,124.0,194.0,123.0,327.0,340.0,267.0,324.0,317.0,"['758', '796', '855', '1674']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Business Administration,750.0,1934.0,both,,no_tech
07GR,34402,Avans Hogeschool,economie,n.v.t. (economie),Commerciele Economie,hbo,bachelor,298.0,108.0,254.0,92.0,275.0,118.0,247.0,129.0,326.0,169.0,406.0,346.0,393.0,376.0,495.0,296.0,124.0,337.0,153.0,277.0,139.0,234.0,113.0,244.0,96.0,420.0,490.0,416.0,347.0,340.0,"['758', '796', '855', '1674']",Commerciële economie,Economie en Bedrijf,1.0,Marketing Management,587.0,2035.0,both,marketing,no_tech
07GR,34405,Avans Hogeschool,economie,n.v.t. (economie),Communicatie,hbo,bachelor,13.0,37.0,15.0,50.0,21.0,78.0,12.0,70.0,15.0,90.0,50.0,65.0,99.0,82.0,105.0,6.0,23.0,7.0,45.0,16.0,76.0,22.0,72.0,10.0,46.0,29.0,52.0,92.0,94.0,56.0,"['758', '796', '855', '1674']",Communicatie,Taal en Communicatie,1.0,Communication,120.0,405.0,both,,growth
07GR,34406,Avans Hogeschool,economie,n.v.t. (economie),Accountancy,hbo,bachelor,149.0,56.0,176.0,76.0,147.0,59.0,155.0,82.0,130.0,81.0,205.0,252.0,206.0,237.0,211.0,73.0,52.0,72.0,36.0,83.0,47.0,80.0,62.0,109.0,40.0,125.0,108.0,130.0,142.0,149.0,"['758', '796', '855', '1674']",Accountancy en fiscaal,Economie en Bedrijf,1.0,Accountancy,323.0,1025.0,both,,no_tech
07GR,34464,Avans Hogeschool,economie,n.v.t. (economie),Bestuurskunde/Overheidsmanagement,hbo,bachelor,50.0,28.0,39.0,25.0,52.0,34.0,49.0,41.0,69.0,38.0,78.0,64.0,86.0,90.0,107.0,37.0,10.0,24.0,13.0,23.0,17.0,33.0,11.0,32.0,25.0,47.0,37.0,40.0,44.0,57.0,"['758', '796', '855', '1674']",Bestuurskunde,Recht en Bestuur,1.0,Public Administration,122.0,365.0,both,,no_tech
07GR,34609,Avans Hogeschool,economie,n.v.t. (economie),Human Resource Management,hbo,bachelor,39.0,139.0,51.0,147.0,52.0,140.0,61.0,189.0,44.0,152.0,178.0,198.0,192.0,250.0,196.0,40.0,124.0,47.0,108.0,44.0,119.0,40.0,134.0,34.0,144.0,164.0,155.0,163.0,174.0,178.0,"['758', '796', '855', '1674']",Personeel en Arbeid,Gedrag en Maatschappij,1.0,Human Resource Management,352.0,914.0,both,,no_tech
07GR,35515,Avans Hogeschool,economie,n.v.t. (economie),Business Innovation,hbo,bachelor,63.0,67.0,63.0,50.0,59.0,61.0,76.0,82.0,81.0,63.0,130.0,113.0,120.0,158.0,144.0,25.0,17.0,53.0,51.0,50.0,54.0,46.0,56.0,52.0,64.0,42.0,104.0,104.0,102.0,116.0,"['758', '796', '855', '1674']",Business Studies,Economie en Bedrijf,1.0,Business Innovation,251.0,707.0,both,,no_tech
07GR,35520,Avans Hogeschool,economie,n.v.t. (economie),Finance & Control,hbo,bachelor,246.0,114.0,206.0,94.0,201.0,86.0,187.0,73.0,175.0,83.0,360.0,300.0,287.0,260.0,258.0,152.0,54.0,139.0,58.0,172.0,98.0,160.0,57.0,174.0,80.0,206.0,197.0,270.0,217.0,254.0,"['758', '796', '855', '1674']",Bedrijfseconomie,Economie en Bedrijf,1.0,Finance & Control,393.0,1359.0,both,,no_tech
07GR,35523,Avans Hogeschool,economie,n.v.t. (economie),Ondernemerschap & Retail Management,hbo,bachelor,128.0,71.0,161.0,80.0,174.0,56.0,176.0,81.0,229.0,106.0,199.0,241.0,230.0,257.0,335.0,117.0,52.0,164.0,61.0,125.0,70.0,130.0,66.0,133.0,78.0,169.0,225.0,195.0,196.0,211.0,"['758', '796', '855', '1674']",Small Business en Retail Management,Economie en Bedrijf,1.0,Entrepreneurship & Retail Management,386.0,1256.0,both,,no_tech
07GR,39118,Avans Hogeschool,economie,n.v.t. (economie),Business IT & Management,hbo,bachelor,79.0,6.0,101.0,8.0,82.0,8.0,88.0,10.0,80.0,6.0,85.0,109.0,90.0,98.0,86.0,53.0,0.0,56.0,2.0,46.0,6.0,51.0,5.0,77.0,5.0,53.0,58.0,52.0,56.0,82.0,"['758', '796', '855', '1674']",Informatiekunde,Exact en Informatica,1.0,Business IT & Management,144.0,495.0,both,,support
07GR,39205,Avans Hogeschool,economie,n.v.t. (economie),HBO - Rechten,hbo,bachelor,56.0,104.0,33.0,108.0,40.0,123.0,48.0,130.0,53.0,162.0,160.0,141.0,163.0,178.0,215.0,21.0,78.0,21.0,58.0,17.0,85.0,20.0,66.0,15.0,57.0,99.0,79.0,102.0,86.0,72.0,"['758', '796', '855', '1674']",HBO - Rechten,Recht en Bestuur,1.0,Law,212.0,526.0,both,,no_tech
07GR,39268,Avans Hogeschool,economie,n.v.t. (economie),Integrale Veiligheidskunde,hbo,bachelor,121.0,74.0,177.0,77.0,142.0,81.0,140.0,74.0,130.0,95.0,195.0,254.0,223.0,214.0,225.0,125.0,34.0,127.0,32.0,120.0,42.0,164.0,53.0,118.0,60.0,159.0,159.0,162.0,217.0,178.0,"['758', '796', '855', '1674']",Veiligheidskunde,Recht en Bestuur,1.0,Safety and Security Management,297.0,1010.0,both,,no_tech
07GR,80008,Avans Hogeschool,economie,n.v.t. (economie),Accountancy,hbo,associate degree,5.0,3.0,16.0,13.0,40.0,49.0,63.0,47.0,67.0,52.0,8.0,29.0,89.0,110.0,119.0,4.0,4.0,3.0,1.0,6.0,7.0,7.0,11.0,26.0,17.0,8.0,4.0,13.0,18.0,43.0,"['758', '796', '855', '1674']",Accountancy en fiscaal,Economie en Bedrijf,1.0,Accountancy,104.0,183.0,both,,no_tech
07GR,80010,Avans Hogeschool,economie,n.v.t. (economie),Ondernemerschap & Retail Management,hbo,associate degree,62.0,22.0,63.0,28.0,135.0,42.0,112.0,59.0,161.0,70.0,84.0,91.0,177.0,171.0,231.0,28.0,3.0,26.0,6.0,30.0,13.0,40.0,22.0,64.0,22.0,31.0,32.0,43.0,62.0,86.0,"['758', '796', '855', '1674']",Small Business en Retail Management,Economie en Bedrijf,1.0,Entrepreneurship & Retail Management,174.0,296.0,both,,no_tech
07GR,80036,Avans Hogeschool,economie,n.v.t. (economie),Marketing Management,hbo,associate degree,17.0,8.0,36.0,24.0,107.0,55.0,128.0,52.0,123.0,54.0,25.0,60.0,162.0,180.0,177.0,9.0,8.0,6.0,4.0,13.0,7.0,28.0,19.0,40.0,24.0,17.0,10.0,20.0,47.0,64.0,"['758', '796', '855', '1674']",Commerciële economie,Economie en Bedrijf,1.0,Marketing Management,184.0,273.0,both,marketing,growth
